Speech Duration,Pitch,Speech Rate,Jitter,Shimmer,MFCCs,Mood,Sentiment Score,Speaker ID,Age Group,Gender,Language
10.4,153.22,108,0.041,0.054,"[-9.602, 9.608, 0.355, -1.563, 8.448, -3.628, -6.877, -1.062, 4.08, 0.163, -3.485, 3.124, -0.88]",Calm,0.14,4e2e19e7-a824-44bc-bf9a-8206b1892705,Adult,Male,English
14.55,142.71,119,0.032,0.024,"[5.052, -7.129, -7.83, 0.944, -6.35, 7.015, 1.688, -4.786, -1.374, 0.017, 4.223, 4.537, 0.394]",Neutral,0.0,fc8c1c64-e466-4158-9951-1f344a598a95,Child,Male,English
5.1,344.97,182,0.047,0.029,"[2.691, 1.319, -3.885, -6.294, 7.238, 8.061, -6.229, 1.006, 9.296, -6.642, -6.534, 0.49, -0.68]",Angry,-0.64,bae5d2b0-e1c2-4946-94bf-b09459b35b1c,Child,Male,English
7.39,288.68,181,0.093,0.094,"[-2.323, -6.125, 3.785, -0.791, 4.388, -2.567, -9.854, 6.695, -8.737, -7.534, -2.562, 9.828, 5.431]",Angry,-0.73,3d68b605-b138-44ca-9098-bcfa3a909782,Senior,Male,English
10.09,137.43,80,0.041,0.032,"[-2.216, -7.934, -6.656, 3.94, 8.582, 4.236, 2.154, -9.226, -8.369, 9.917, 3.507, 1.23, -0.543]",Bored,-0.08,86734c95-a8f7-44df-a8e3-ecb4788de4da,Child,Female,English
12.83,167.34,73,0.02,0.03,"[9.705, -3.686, 7.75, -6.823, 6.926, -9.384, 3.83, 6.678, 3.976, 4.798, 6.135, -6.458, -7.451]",Confused,-0.3,bc721312-4dba-4a44-b0ff-f540b8bded44,Adult,Female,English
7.77,215.44,145,0.048,0.039,"[1.479, -4.794, 1.36, 1.864, 7.495, 1.157, 3.496, -3.438, 4.502, 4.242, -4.194, 0.558, -9.865]",Fearful,-0.57,470a9734-db2c-4ee3-afc4-b35f67382d32,Adult,Female,English
14.4,165.1,77,0.017,0.029,"[-3.122, 6.935, 0.187, 9.318, 5.766, 5.209, -8.962, -2.269, -6.196, -5.299, -8.049, 0.697, -7.398]",Bored,-0.06,1182f219-bceb-47a6-896d-01ce2978fc57,Senior,Female,English
17.9,179.75,108,0.093,0.045,"[4.476, 8.141, 3.015, 6.566, -0.127, -3.186, 5.482, -1.307, -6.971, 0.611, -6.419, -2.787, -8.104]",Calm,0.03,b66c6822-ba65-420b-848b-92d8a2f205c1,Child,Male,English
13.48,198.31,117,0.03,0.073,"[5.699, 4.271, -3.395, 6.126, -7.178, -5.321, 1.228, 1.079, -7.731, 3.327, 0.49, -7.108, -3.453]",Confused,-0.36,9cc0036a-2361-418c-9c0b-684d7699fe5d,Senior,Female,English
17.14,161.73,91,0.024,0.076,"[-9.143, -6.527, -8.751, -4.033, -1.252, -1.711, 0.479, -0.615, -5.702, 6.092, -6.832, -9.316, -9.162]",Calm,0.12,980b40bf-78c0-4394-94e1-cc58c55e4ea4,Child,Female,English
19.28,103.93,89,0.033,0.068,"[-4.134, -5.324, 1.38, 8.292, -2.187, 3.587, 0.432, 1.045, 0.89, -6.141, 4.843, 8.764, 8.553]",Sad,-0.22,0c020865-bede-41c1-9784-754fc3c9b1a6,Adult,Male,English
9.28,256.06,143,0.081,0.085,"[-9.38, -2.002, -9.297, 1.891, 0.045, -6.385, 5.018, 2.317, -3.928, 7.07, -2.908, 0.988, 4.89]",Fearful,-0.46,ef69edcc-6b74-4c8b-a406-312437f616dd,Senior,Male,English
11.5,204.41,111,0.029,0.071,"[-1.553, -3.621, -3.926, 8.143, 1.359, -7.901, 2.569, 0.675, 1.411, -1.36, 3.362, 3.262, -0.121]",Fearful,-0.49,fe2d88d4-e358-433d-a315-18954f7b5229,Senior,Female,English
12.21,131.9,60,0.063,0.017,"[1.792, -1.654, -7.068, -6.402, 2.891, 6.062, -8.128, 1.779, -9.276, 8.526, 9.925, -8.931, -9.667]",Bored,0.1,8ead905a-7f74-4a45-afa2-43e7acb738fd,Senior,Male,English
11.08,201.21,169,0.093,0.058,"[9.214, 5.913, -1.386, 5.911, 6.913, -1.541, 2.444, -9.738, 4.445, 8.615, 5.04, -4.921, 5.109]",Excited,0.67,091ac396-9240-48fb-844a-42512107b1af,Child,Male,English
8.47,239.58,180,0.09,0.076,"[-3.605, 5.265, -5.058, 8.602, -0.51, 9.625, 1.963, 1.675, 4.099, 8.929, 1.848, 1.114, -5.217]",Excited,0.83,dbc8d94f-c1f2-4b3e-8ac0-18b2ff02e77d,Adult,Female,English
8.61,237.47,111,0.098,0.088,"[4.816, 3.06, -9.557, 3.497, 5.509, 8.488, 8.484, -0.579, -2.985, 1.066, -4.574, 5.366, 3.56]",Fearful,-0.21,f3037d6f-d575-4675-bce2-574ca78cbc01,Adult,Male,English
10.06,167.56,113,0.093,0.06,"[9.029, -3.156, 4.652, 3.86, -0.958, -2.397, 7.324, -7.043, -8.498, 6.681, -4.011, -1.383, -8.438]",Confused,0.12,3a52d55e-f089-4172-840d-ea646b76b875,Senior,Female,English
6.43,287.06,178,0.037,0.057,"[-1.081, -5.804, 6.382, 5.358, -0.187, -6.464, -3.923, -0.296, 3.057, 9.263, 2.284, 6.417, 2.875]",Angry,-0.53,cdffb2dc-518b-4d94-ac9d-2b1b1d1a16fc,Adult,Female,English
15.36,204.57,120,0.065,0.075,"[-1.82, -3.41, 7.754, 1.537, 6.77, -0.093, 2.384, -0.257, -3.867, -2.855, 3.391, 9.845, -2.993]",Confused,0.06,f203ff78-05bf-426f-8ea8-fc4a5361f420,Adult,Male,English
18.2,124.97,78,0.083,0.03,"[3.086, -9.831, 4.511, -5.824, -1.248, 4.998, -3.584, 6.705, 7.705, 5.537, 7.878, -4.41, -3.833]",Sad,-0.5,21bf6c1f-2001-4095-b1cf-ec36c5acd320,Child,Male,English
13.13,203.81,114,0.05,0.015,"[7.302, 4.634, 7.334, 3.73, -9.129, -1.584, 3.386, -6.509, 8.299, 9.606, 1.414, -4.222, -9.676]",Confused,-0.27,1b858fc5-0574-4d8b-af10-92f14bbf0de6,Child,Female,English
14.68,145.49,123,0.033,0.016,"[5.204, 9.727, 3.633, -1.364, 3.358, 2.704, 0.679, 2.347, 5.171, 6.398, -7.245, 5.582, 0.109]",Calm,0.28,27883be3-0a04-4662-bddf-a8a6a2921a34,Senior,Female,English
5.53,193.45,175,0.059,0.054,"[4.418, 0.223, 4.343, 8.72, -7.26, 0.104, -0.106, -0.173, -4.207, -2.48, -3.132, 9.563, 9.088]",Happy,0.56,7cb7e8bb-143c-45a0-87fa-20ca71d9ad9f,Adult,Female,English
10.89,218.94,201,0.076,0.044,"[4.248, -2.397, -5.622, -5.008, -5.444, -8.483, 7.728, 8.028, -8.375, -6.675, 1.821, 4.375, 8.453]",Excited,0.72,17feb381-00ee-4c87-9e5d-39aecb89c749,Child,Female,English
6.14,234.67,170,0.084,0.089,"[8.808, -5.743, 4.776, 9.747, -5.684, -5.448, 4.994, -1.378, -0.671, -5.413, -2.621, 0.957, 2.968]",Surprised,0.55,83a9e7e9-4ba5-42b6-b136-26e0aa05a0f3,Adult,Female,English
17.99,147.48,83,0.071,0.033,"[9.762, 8.716, -8.218, 2.895, 8.915, -9.036, -2.134, -6.015, -8.028, 1.747, -4.862, 9.77, 9.525]",Sad,-0.64,87736cff-4858-490e-80c4-796ac15ac70c,Child,Female,English
12.75,163.26,122,0.042,0.1,"[0.551, -1.769, 6.217, -9.658, -4.376, -1.413, -7.064, -0.613, 6.062, 0.963, 9.713, 7.856, -7.326]",Neutral,0.0,77049dc2-eb95-458f-a30c-c83e03c0481c,Senior,Female,English
9.57,311.49,169,0.067,0.027,"[3.549, 3.666, 8.016, 1.722, -8.058, -1.304, -3.962, 9.583, -0.749, -8.298, -6.07, 3.965, -2.159]",Angry,-0.6,40017749-d561-40e3-aa04-5683b27d9bd9,Adult,Female,English
6.31,235.38,161,0.08,0.049,"[3.543, 0.184, 0.122, -5.238, 1.494, -5.959, 5.151, 1.972, -5.815, 7.342, 7.668, 4.573, -2.71]",Surprised,0.22,975f91bd-95e4-496a-98e3-8ad0a8fef72f,Adult,Female,English
15.3,136.3,62,0.079,0.044,"[5.869, -8.095, 8.289, -7.689, 9.713, -5.665, -1.777, 4.687, 8.177, -2.581, 4.437, 2.342, 8.323]",Sad,-0.35,e15c4eba-3552-4620-a456-f1e079feea0d,Senior,Male,English
14.26,147.65,93,0.084,0.028,"[-5.08, 4.317, -2.378, 6.958, 8.04, -0.08, 3.13, 4.468, 2.847, 1.49, 3.348, -0.022, -2.402]",Neutral,0.0,16b94779-6167-4b61-8bb3-6ba4a19cd583,Adult,Female,English
9.0,227.7,122,0.045,0.037,"[2.98, 1.405, -5.692, 3.953, 1.817, 7.182, -1.516, -7.674, 2.651, 2.218, 3.793, -8.504, 6.106]",Fearful,-0.34,1bb80a12-21ca-4456-b961-5d7933c995f3,Senior,Male,English
8.25,166.4,118,0.1,0.075,"[6.694, -2.582, -7.088, -6.117, -6.643, -7.934, -5.99, -8.159, 4.808, 7.806, -0.362, 0.449, 7.089]",Confused,-0.36,67c76653-2e0f-4fe4-bd0a-d501e8f1aca6,Adult,Male,English
3.56,247.0,130,0.013,0.067,"[-4.263, -9.638, -0.076, -5.555, 6.25, 7.653, -5.698, -7.484, -1.153, -7.77, -6.583, 4.042, 0.469]",Surprised,0.34,ed8d7842-a2f7-4265-9a8d-9858eb6d942b,Child,Male,English
10.94,145.77,96,0.027,0.057,"[9.132, -0.931, 1.847, -3.25, 4.937, -3.476, 4.155, -0.145, 2.091, -1.076, -1.467, 7.604, 0.839]",Calm,0.09,f53a80dd-a08d-4e7b-9a9e-2fae29136420,Senior,Female,English
8.26,194.29,119,0.041,0.037,"[4.134, -1.947, -6.237, 1.628, -7.193, 6.945, 0.74, -6.828, -6.884, 7.872, -2.514, -7.291, 3.946]",Confused,-0.02,14b1d261-6dd0-4204-8fba-6ef5646e1107,Child,Male,English
11.51,218.23,126,0.051,0.054,"[-8.369, -7.633, -8.569, 7.887, -9.156, -0.229, 0.191, -3.385, -8.709, -5.791, 3.635, -6.702, -6.651]",Fearful,-0.57,d5043245-f5a7-4ef9-ad9f-63704a62130f,Senior,Male,English
18.25,134.89,79,0.058,0.08,"[9.546, -0.167, 9.683, 6.848, -7.019, -8.336, -7.027, 5.662, 3.271, 1.909, 1.301, -1.938, -9.216]",Bored,0.06,d1a74cb3-17e8-40dc-b1e1-aff5320b39b3,Adult,Female,English
10.8,253.05,150,0.012,0.057,"[8.818, -7.283, -2.296, -9.357, 4.224, -1.63, -2.217, 9.852, -4.939, -9.179, 3.019, 3.779, -1.899]",Fearful,-0.17,86093455-f4b9-46de-94d7-84c375fa6db2,Senior,Male,English
13.14,148.83,64,0.077,0.034,"[9.567, -8.37, 7.77, -6.318, 8.212, 6.152, 9.833, 1.628, -7.356, 9.801, -1.673, -8.637, 4.808]",Bored,0.01,44bdb0f2-0f05-4d96-971e-05d217d65fc6,Child,Female,English
17.87,143.32,78,0.057,0.02,"[-3.768, -1.841, -4.187, -8.881, 1.403, 3.887, -2.659, -2.276, -4.956, -0.958, -7.411, 9.575, 8.157]",Bored,-0.17,7742ea86-e563-45cb-9623-db8312bcf64d,Senior,Male,English
14.44,176.68,114,0.041,0.02,"[4.289, 4.23, 10.0, 9.623, -4.729, -2.56, -1.965, -5.885, -2.409, 7.479, 1.478, -8.643, -3.242]",Calm,0.19,9b5555bf-8ecd-454d-8af2-118450ac51a6,Senior,Male,English
13.43,175.73,103,0.084,0.016,"[-5.4, 7.897, 1.053, -0.086, -3.071, 8.821, 9.36, -3.764, -9.04, 7.816, -5.629, 3.226, 7.828]",Neutral,0.0,3e16e087-4ab3-4846-9899-9cedfc0cf402,Adult,Female,English
11.7,319.3,168,0.021,0.06,"[1.763, 6.78, 9.128, -3.851, -2.176, 9.986, 9.467, -1.669, 6.693, 1.353, -7.854, 5.482, -1.409]",Angry,-0.65,51a18541-dcfe-48d1-b934-04326a94daa4,Child,Male,English
15.88,146.24,57,0.062,0.078,"[1.054, 7.335, -1.071, 9.383, 5.291, 0.886, -8.472, 8.019, 1.704, 9.839, -0.864, -6.951, 3.251]",Sad,-0.49,a3feff54-3f76-47a6-b21a-32261931c787,Child,Male,English
11.07,214.29,73,0.075,0.063,"[9.226, 5.646, -5.647, 1.786, 2.089, 4.097, 4.593, -0.48, -5.013, -7.942, -2.395, 3.937, 2.795]",Confused,-0.13,8f595db2-9325-453a-95d7-7aa93d16a254,Senior,Female,English
12.87,126.93,52,0.083,0.027,"[-9.799, -1.982, -2.997, -3.588, 0.361, 7.366, -5.667, -2.409, 9.269, 8.502, -1.903, -7.95, -6.026]",Sad,-0.34,a3405a8a-c702-49ed-af41-0cae014d2a01,Child,Male,English
11.2,230.17,135,0.091,0.081,"[4.671, 1.432, 2.116, -0.343, -6.692, 4.943, 7.109, -7.926, 7.037, -7.884, -7.934, 5.595, 0.12]",Fearful,-0.18,3886c988-1c69-49b3-b7ee-eaed0d4b3e2f,Child,Female,English
8.03,179.41,98,0.044,0.065,"[3.906, 9.981, -0.485, 1.746, 5.605, -5.916, -9.467, 6.034, 5.72, -6.78, 4.112, 2.58, 9.246]",Neutral,0.0,730b32ce-837d-46b0-86bd-22fe4d5c74df,Senior,Female,English
8.44,260.5,218,0.05,0.019,"[-2.4, 2.731, -2.581, -2.003, 1.311, -4.579, -1.116, -7.616, -6.634, 0.035, -3.244, -3.655, 9.922]",Excited,0.58,d03bfca6-7e81-46a4-b1e7-ab0ca2899fce,Adult,Male,English
10.57,259.03,166,0.047,0.071,"[-9.06, -5.721, -4.781, -7.441, -7.361, -5.041, 8.737, -6.251, 4.823, -4.538, -7.548, -8.652, 2.529]",Angry,-0.65,cd4890d1-7cdb-4255-bebb-66518f94b076,Adult,Male,English
8.05,242.55,202,0.058,0.091,"[2.996, 1.33, -6.315, 8.57, -5.573, 6.843, -0.658, -5.392, 6.816, -0.97, 6.614, -6.306, 1.056]",Excited,0.65,4a977abe-064a-4647-bdea-ba3b1237baea,Adult,Female,English
3.72,280.41,133,0.018,0.07,"[-3.565, 5.09, 8.929, 5.348, 4.256, -8.862, 2.678, -7.938, 2.437, -6.891, -6.13, -7.173, -3.787]",Surprised,0.21,e3681d3e-b8ca-4d12-ab09-31fd541e5611,Adult,Male,English
14.02,201.87,138,0.028,0.071,"[-9.409, 0.506, 3.02, -9.67, 2.193, -0.118, 1.131, -1.665, 6.92, -4.756, 9.701, -0.237, -2.976]",Fearful,-0.31,6bb6f69e-2f89-47ba-9672-074d27f09ac1,Senior,Male,English
9.83,152.77,90,0.082,0.042,"[-1.803, 9.016, 9.786, -4.77, -5.691, 4.791, 9.725, 8.964, -0.973, -5.537, -0.131, 3.24, 9.788]",Neutral,0.0,0a97685a-a22f-4a0a-84be-ecf16b7d7487,Child,Female,English
8.89,166.35,103,0.056,0.058,"[-4.101, 7.249, 2.153, -4.72, -8.156, -1.36, -7.938, -8.941, 4.588, -1.251, 7.428, -8.812, -2.829]",Neutral,0.0,6a3b25bc-20b8-4dee-b090-e0a1810b11b7,Child,Male,English
7.41,281.88,191,0.096,0.018,"[8.648, -6.113, -7.343, 5.703, 8.702, 7.45, 9.001, 3.656, 6.146, 3.107, 7.163, -1.997, -5.093]",Angry,-0.66,a8120785-bd24-4b47-b707-1f1879afa49b,Child,Female,English
12.08,177.29,125,0.087,0.068,"[-8.444, 0.314, -0.14, -1.263, 1.299, -9.992, -6.437, -0.045, -3.776, -6.319, 9.501, -9.158, -5.189]",Neutral,0.0,52d2fcc4-960b-4e41-b122-02a00faffa79,Adult,Male,English
8.44,146.97,117,0.062,0.089,"[5.812, 0.375, -2.104, -4.793, -1.256, 4.416, 3.2, -4.61, -6.87, 5.964, 8.881, 7.094, -7.082]",Neutral,0.0,a193b35a-83c6-4105-be2f-54eb163bdb5d,Child,Female,English
10.63,165.72,96,0.029,0.059,"[-1.818, -8.61, -3.793, 4.961, -3.344, 1.398, -0.016, 7.469, -2.058, 8.733, 4.598, 4.923, -5.456]",Neutral,0.0,6a3c50f9-45f7-44b3-a865-c44cf7e8f892,Adult,Male,English
14.99,175.7,70,0.051,0.064,"[3.907, -6.668, 9.858, 0.339, -6.143, -1.658, 6.507, -7.43, 0.5, -6.338, -6.872, -4.681, 5.931]",Confused,-0.37,9199cb43-9cf2-465a-9868-07959b9f84d5,Senior,Male,English
9.61,190.82,143,0.094,0.078,"[-1.399, 6.028, 9.125, 5.151, 4.0, -6.372, -8.807, -9.478, -2.833, -8.887, 4.72, -9.287, -3.807]",Happy,0.6,c69b5942-0fd8-40ed-b71e-62544d5db3fe,Child,Female,English
11.39,153.49,120,0.067,0.056,"[5.981, 4.681, 7.49, -3.191, 6.921, -9.037, 4.143, -5.896, 1.787, -4.995, -9.357, 7.412, -9.191]",Confused,-0.24,fc82d6b0-0126-45e7-9644-98b3addcb7f8,Senior,Female,English
6.71,319.89,161,0.067,0.015,"[-6.347, 6.372, -3.763, 1.152, -7.295, -3.164, 7.863, 9.962, 9.844, -2.433, -6.708, 8.931, 8.514]",Angry,-0.67,3846a514-5869-4590-bcc5-f6150946e8c4,Adult,Male,English
12.09,171.18,104,0.061,0.094,"[3.191, -9.737, 7.125, -4.584, 4.308, -2.181, 6.335, 3.477, -9.583, 2.204, 2.802, 6.742, 3.614]",Confused,-0.04,981e0490-5881-4359-a213-2e172e84d81c,Adult,Female,English
13.78,152.5,108,0.057,0.093,"[9.768, 2.818, 1.806, -5.267, 2.602, -1.863, -5.0, -7.355, -2.233, 0.993, 1.624, -2.606, 1.097]",Neutral,0.0,2c96d8d3-3a96-4ca1-8f82-894310f545b7,Child,Female,English
18.81,100.15,50,0.048,0.096,"[-9.566, 4.114, -5.545, 1.923, 3.947, 3.9, -7.818, -3.591, -6.63, -9.051, -7.289, 2.96, -3.743]",Sad,-0.35,170fe330-5635-4ace-8663-4664005aeb31,Adult,Male,English
7.22,264.1,148,0.086,0.071,"[9.976, 1.394, 0.687, 2.823, 6.387, 7.791, 1.136, -2.538, -6.021, 1.066, -4.745, 3.071, -2.141]",Fearful,-0.53,db51b5cd-5810-43c7-928a-2c80b137acfd,Adult,Male,English
6.28,323.85,146,0.038,0.091,"[8.432, 4.431, 4.049, -6.542, -1.016, 3.01, -8.753, 0.753, -7.203, -1.973, -9.994, 6.294, 6.564]",Angry,-0.79,f35e62c0-b90a-4ba7-88f3-abef11505e4f,Child,Male,English
6.88,220.1,177,0.045,0.031,"[-8.811, 9.394, 7.121, 9.994, -3.418, 2.619, -4.601, 2.091, 6.307, -5.479, -4.281, 7.426, -6.516]",Happy,0.45,e4b25261-079c-4d32-8928-1233eeb42e6f,Senior,Female,English
11.91,172.19,76,0.066,0.083,"[-2.254, -9.15, 6.69, 1.195, 8.264, 9.041, -2.844, 5.754, 3.283, -3.356, -7.889, -4.847, 6.52]",Confused,-0.27,e0e0e045-f650-482d-881e-55d74dc5a81d,Child,Female,English
10.44,148.04,116,0.035,0.091,"[9.279, 9.277, -4.634, -9.651, -0.135, -6.569, -5.949, 5.328, 5.376, 5.156, -7.425, -7.545, 4.931]",Neutral,0.0,283ff1d3-02ec-4f7a-b822-a9b242476d41,Child,Female,English
15.78,159.59,77,0.097,0.026,"[1.873, 7.172, -6.062, -0.194, -1.622, 2.398, 5.108, 0.366, 4.002, -6.998, 8.588, 9.902, 4.386]",Bored,-0.08,de92549d-7a33-4edf-bab9-313412531976,Adult,Female,English
5.03,189.02,152,0.097,0.052,"[-3.077, -5.129, -2.479, 9.197, -1.124, -4.483, 0.571, -2.916, -4.414, 6.006, 2.687, -2.521, -5.592]",Happy,0.54,18d09223-5faf-4f0d-9a54-eac2aaea4465,Adult,Female,English
11.77,211.52,88,0.05,0.031,"[-3.31, -2.53, -7.128, -0.239, 4.678, 0.355, 5.945, -1.086, -7.877, -0.4, 9.071, 3.315, 7.178]",Confused,-0.34,a174cafb-6604-42bd-a9d1-0ffdbea614c3,Child,Female,English
6.47,292.25,164,0.025,0.092,"[-0.629, 4.106, 7.303, 0.078, -4.297, -7.419, 0.016, -4.584, 9.513, 7.568, 9.956, 7.222, -2.481]",Surprised,0.25,09f4c9e0-8da4-447b-8da2-a0521b1063c8,Senior,Female,English
14.4,207.87,100,0.089,0.081,"[6.769, -3.563, 3.439, -4.54, -5.619, 6.053, -0.124, -5.106, -7.204, -6.694, 6.386, 5.71, -9.348]",Confused,-0.17,176fc98e-458c-497b-b3c8-643967cd5722,Adult,Female,English
15.56,172.22,94,0.034,0.014,"[4.333, -1.51, -3.888, -3.566, 1.658, 7.188, 2.316, 7.034, 3.827, -4.066, 7.55, -7.329, -1.87]",Calm,0.16,e7a7c1e2-3e08-45bf-9643-c15aa2251066,Adult,Male,English
9.62,264.51,128,0.02,0.074,"[1.897, 8.764, 1.504, -2.139, 4.017, -3.141, -2.781, -5.744, -7.336, -3.949, 5.087, -5.67, -9.35]",Fearful,-0.5,bee8b69a-7289-4fb0-aa8f-b45633be8c9f,Child,Female,English
10.68,150.64,124,0.088,0.035,"[7.244, -6.657, -9.908, -0.632, -3.437, 5.505, 5.148, 2.531, -9.672, -2.472, 0.534, -1.193, 6.941]",Neutral,0.0,f82cb8a3-8231-47a9-9d8c-19d0c7aad0e1,Adult,Male,English
14.93,145.24,95,0.021,0.019,"[-6.918, 7.015, 9.376, -8.604, -6.641, -4.471, 2.64, 3.857, 6.97, -9.469, -1.688, -1.013, 8.717]",Calm,0.06,e4bd9441-0e7e-49d2-9635-33b6a7d403bf,Senior,Female,English
10.68,203.7,117,0.027,0.046,"[5.741, 4.499, 6.739, 0.866, -8.819, 1.292, 6.237, 7.57, 9.078, -0.348, -4.371, 6.803, -9.273]",Confused,-0.22,69ed67b6-450d-4730-b94d-e059487cbfe6,Senior,Female,English
13.34,201.62,86,0.083,0.069,"[-3.266, 5.867, 4.308, 3.492, -3.457, 1.26, 6.056, 1.299, -7.734, -1.835, -0.014, 2.127, 4.225]",Confused,0.19,b9aa6938-9820-4b5f-ac13-de796e572eea,Senior,Female,English
16.87,167.53,62,0.041,0.099,"[-6.719, -5.214, 9.071, 6.509, -9.4, 9.639, 1.592, -4.958, 7.572, -9.393, 0.452, 6.664, 2.741]",Bored,-0.04,02e4b968-a35e-461a-9370-70c270b26071,Adult,Male,English
9.38,345.79,188,0.08,0.041,"[-6.205, 7.988, 4.416, -3.338, 8.987, 5.122, 5.472, -5.378, 1.593, -5.969, -0.534, -9.418, -6.668]",Angry,-0.88,04e1229f-40a8-4ded-a19b-f25b2dec2cdd,Child,Female,English
10.92,214.99,119,0.062,0.087,"[-2.674, -7.931, 1.241, 1.421, 1.873, 6.588, 9.775, 2.511, 1.054, 8.388, 7.077, 1.333, 6.37]",Confused,0.08,06b487f1-697a-46bb-89d2-4cdf9e306fbf,Child,Male,English
10.51,196.81,152,0.012,0.068,"[-0.977, -6.233, -4.611, 8.875, -6.073, -8.234, 3.153, -9.941, -6.489, 4.428, -9.848, -5.086, -8.179]",Fearful,-0.22,d79b40c5-6271-44a8-b974-7a665174070e,Adult,Female,English
5.06,210.36,164,0.043,0.092,"[5.926, -3.466, -2.324, 1.102, -1.127, 1.065, -8.333, -1.854, -5.854, -8.688, 4.18, -8.84, -4.954]",Happy,0.35,b17e6af7-be70-44a4-ba2b-39f3ceb10267,Adult,Female,English
12.18,113.01,75,0.073,0.067,"[1.655, 0.549, -4.484, -5.963, 7.654, -1.642, 2.328, -4.652, -6.51, 3.661, -8.013, -7.531, -4.214]",Sad,-0.37,5b1e83ed-fc7a-46f0-8178-37a412d0601e,Adult,Female,English
4.03,260.82,166,0.06,0.042,"[4.389, -4.373, 5.601, 7.86, -8.55, 5.952, 9.574, 3.903, 8.198, -1.81, -7.34, -2.46, -6.217]",Surprised,0.58,02eedc8f-648f-4df6-815e-7a5349048e7e,Senior,Male,English
5.24,266.58,200,0.082,0.018,"[5.468, -4.276, -5.219, -3.506, 3.595, 4.636, 6.307, 1.186, -3.875, 6.389, 8.061, 1.167, -5.907]",Angry,-0.52,6e5c6d9c-f4d5-451f-8941-983e36b09362,Adult,Male,English
13.33,208.26,120,0.059,0.048,"[0.997, 0.979, -9.244, 0.183, -0.481, -2.439, 4.194, 3.08, -5.81, -7.322, -0.256, -9.675, 9.301]",Fearful,-0.25,47546d4b-4633-430e-8d6b-60e3fb79ed34,Senior,Male,English
14.41,132.03,71,0.068,0.051,"[9.082, 8.12, 9.715, 4.977, 4.541, -3.174, -6.364, -5.488, 5.938, -8.203, 1.006, -5.051, -3.209]",Bored,-0.28,6d0dfc79-6753-4e06-8cce-98cb7840fcf6,Senior,Female,English
11.24,305.31,174,0.027,0.06,"[-8.165, -5.744, -4.511, 3.771, -9.11, 0.855, -1.736, 7.958, 2.808, 0.443, 4.986, -3.468, 4.889]",Angry,-0.83,118c842d-1ec1-43ed-9bd3-689eec509a08,Senior,Female,English
9.74,217.12,139,0.03,0.041,"[-0.949, -5.129, 3.266, 5.316, -3.911, 2.0, 6.076, -7.928, -2.558, -8.189, 0.88, -7.735, 0.169]",Happy,0.39,dead0b96-80f1-4431-9ee4-4f41c64a1abd,Child,Female,English
6.23,267.03,164,0.053,0.098,"[4.236, 2.689, -2.538, 7.018, -2.49, -5.113, 7.74, -0.913, 3.441, 4.838, 5.129, -6.175, 3.704]",Surprised,0.49,c1e7a783-53e2-4db2-936a-1eadda1c2936,Adult,Female,English
18.52,126.59,51,0.031,0.039,"[0.564, 9.768, 6.02, 0.769, 5.919, -0.094, 2.161, 8.334, -0.183, -2.254, 1.318, 5.816, 6.559]",Sad,-0.38,e0e9b396-2a37-42f5-9a27-edfdc9b59aa8,Adult,Female,English
8.68,202.35,163,0.019,0.076,"[-3.897, -5.472, 2.72, 2.562, -5.384, 5.284, 2.94, -8.285, 4.831, 1.86, -8.912, -0.751, -6.9]",Happy,0.68,157914bc-5003-4404-9642-fe10cd88011c,Senior,Female,English
11.85,289.86,179,0.086,0.071,"[0.726, -3.05, -8.209, 3.213, 2.169, -1.765, 1.419, -6.32, -7.611, -3.253, 7.242, -7.277, -4.506]",Angry,-0.74,7b4f8627-5075-44c7-9ae5-64b6c2ef6787,Senior,Male,English
6.87,237.15,158,0.078,0.099,"[-1.342, 4.153, -0.623, -7.443, 4.579, 3.226, 8.703, 7.636, 9.839, -6.462, 4.493, -7.578, 0.908]",Excited,0.77,7c67d0f9-18e5-47ad-be86-b98954796f28,Senior,Male,English
3.06,243.81,145,0.068,0.042,"[-2.476, -0.862, 4.799, -8.708, 7.651, -5.496, 3.742, -1.868, -0.717, -2.062, 2.457, -8.797, -3.134]",Surprised,0.18,c44c2f03-0bd3-4db2-8911-ea1bf6b418bd,Child,Female,English
3.28,278.89,133,0.094,0.073,"[-9.263, -5.933, -7.205, 9.346, -4.843, -2.935, 4.789, -0.769, 9.228, 0.411, 1.224, -2.796, 4.915]",Surprised,0.5,10cdee1c-ea96-4f84-a35d-7d729efdfd8f,Child,Male,English
9.3,236.69,183,0.039,0.09,"[-8.197, 2.993, 3.806, 4.594, -6.797, 4.315, 7.124, -3.006, -0.36, 1.97, 2.196, -2.004, -3.978]",Excited,0.54,4d899f73-9d77-4baa-9c4f-e99e2e8f1d1e,Senior,Female,English
7.06,181.19,146,0.061,0.064,"[7.962, -7.748, -1.648, 1.967, 9.658, -2.079, -1.248, -3.289, -3.281, 6.916, -0.904, -1.125, -4.513]",Happy,0.47,1cc99eb5-b1e9-4e30-9eb8-3c97bec968be,Adult,Female,English
16.53,116.05,68,0.027,0.047,"[-1.009, -5.059, 3.155, 9.466, 4.448, 9.072, -9.617, 4.45, 0.096, 4.172, -4.121, -5.962, 9.638]",Sad,-0.59,ccf7570f-bf95-436a-b359-8d2d5328e184,Adult,Female,English
